id;acc;crs;name
346;0.9600;0.5526;water_buffalo___water_ox___Asiatic_buffalo___Bubalus_bubalis
347;0.9800;0.6844;bison
348;0.9400;0.7058;ram___tup
349;1.0000;0.5687;bighorn___bighorn_sheep___cimarron___Rocky_Mountain_bighorn___Rocky_Mountain_sheep___Ovis_canadensis
350;1.0000;0.4863;ibex___Capra_ibex
351;1.0000;0.4015;hartebeest
352;0.9800;0.5687;impala___Aepyceros_melampus
353;0.9800;0.4728;gazelle
354;1.0000;0.6753;Arabian_camel___dromedary___Camelus_dromedarius
355;0.9400;0.7490;llama
356;0.9800;0.6636;weasel
357;0.9200;0.4841;mink
358;0.9400;0.7262;polecat___fitch___foulmart___foumart___Mustela_putorius
359;1.0000;0.6457;black-footed_ferret___ferret___Mustela_nigripes
360;0.9400;0.6631;otter
361;0.9600;0.6994;skunk___polecat___wood_pussy
362;0.9800;0.7432;badger
363;0.9600;0.6562;armadillo
364;1.0000;0.6391;three-toed_sloth___ai___Bradypus_tridactylus
365;0.9400;0.8104;orangutan___orang___orangutang___Pongo_pygmaeus
366;0.9800;0.8132;gorilla___Gorilla_gorilla
367;0.9400;0.7700;chimpanzee___chimp___Pan_troglodytes
368;0.9200;0.7943;gibbon___Hylobates_lar
369;0.9400;0.8090;siamang___Hylobates_syndactylus___Symphalangus_syndactylus
370;0.9600;0.7161;guenon___guenon_monkey
371;0.8600;0.6892;patas___hussar_monkey___Erythrocebus_patas
372;0.9800;0.7159;baboon
373;0.9200;0.7400;macaque
374;0.9000;0.7621;langur
375;0.9200;0.7022;colobus___colobus_monkey
376;1.0000;0.6823;proboscis_monkey___Nasalis_larvatus
377;0.8800;0.6081;marmoset
378;0.9400;0.4852;capuchin___ringtail___Cebus_capucinus
379;0.9800;0.5971;howler_monkey___howler
380;0.9800;0.5227;titi___titi_monkey
381;0.8400;0.6672;spider_monkey___Ateles_geoffroyi
382;0.9000;0.6976;squirrel_monkey___Saimiri_sciureus
383;0.9400;0.7098;Madagascar_cat___ring-tailed_lemur___Lemur_catta
384;1.0000;0.5808;indri___indris___Indri_indri___Indri_brevicaudatus
385;0.9400;0.7784;Indian_elephant___Elephas_maximus
386;1.0000;0.8207;African_elephant___Loxodonta_africana
387;0.9800;0.7463;lesser_panda___red_panda___panda___bear_cat___cat_bear___Ailurus_fulgens
388;0.9800;0.7109;giant_panda___panda___panda_bear___coon_bear___Ailuropoda_melanoleuca
389;0.9400;0.5660;barracouta___snoek
390;0.8800;0.5481;eel
391;0.9800;0.4530;coho___cohoe___coho_salmon___blue_jack___silver_salmon___Oncorhynchus_kisutch
392;1.0000;0.5123;rock_beauty___Holocanthus_tricolor
393;0.9400;0.3275;anemone_fish
394;0.9200;0.5442;sturgeon
395;0.8400;0.4904;gar___garfish___garpike___billfish___Lepisosteus_osseus
396;0.9600;0.8619;lionfish
397;0.9400;0.6328;puffer___pufferfish___blowfish___globefish
398;0.8600;0.7768;abacus
399;0.9800;0.8253;abaya
400;0.9200;0.5660;academic_gown___academic_robe___judge's_robe
401;0.9000;0.5670;accordion___piano_accordion___squeeze_box
402;0.7800;0.6116;acoustic_guitar
403;0.9400;0.6885;aircraft_carrier___carrier___flattop___attack_aircraft_carrier
404;1.0000;0.6936;airliner
405;0.8400;0.3322;airship___dirigible
406;0.9800;0.6922;altar
407;0.9800;0.8464;ambulance
408;0.9200;0.7141;amphibian___amphibious_vehicle
409;0.9800;0.6968;analog_clock
410;0.9600;0.5487;apiary___bee_house
411;0.9000;0.8264;apron
412;0.9000;0.5907;ashcan___trash_can___garbage_can___wastebin___ash_bin___ash-bin___ashbin___dustbin___trash_barrel___trash_bin
413;0.9000;0.5523;assault_rifle___assault_gun
414;0.6400;0.6746;backpack___back_pack___knapsack___packsack___rucksack___haversack
415;0.7200;0.7785;bakery___bakeshop___bakehouse
416;0.9800;0.2044;balance_beam___beam
417;0.9600;0.6847;balloon
418;0.9800;0.6041;ballpoint___ballpoint_pen___ballpen___Biro
419;0.9400;0.2967;Band_Aid
420;0.9800;0.6553;banjo
421;0.9400;0.7453;bannister___banister___balustrade___balusters___handrail
422;0.9000;0.3925;barbell
423;0.9600;0.5741;barber_chair
424;0.8600;0.8554;barbershop
425;0.9600;0.6873;barn
426;0.9800;0.8236;barometer
427;0.9600;0.7427;barrel___cask
428;0.8600;0.6420;barrow___garden_cart___lawn_cart___wheelbarrow
429;0.9800;0.3998;baseball
430;1.0000;0.0403;basketball
431;0.9600;0.8964;bassinet
432;0.9400;0.5706;bassoon
433;0.9000;0.1267;bathing_cap___swimming_cap
434;0.8000;0.8101;bath_towel
435;0.8600;0.6611;bathtub___bathing_tub___bath___tub
436;0.8400;0.7232;beach_wagon___station_wagon___wagon___estate_car___beach_waggon___station_waggon___waggon
437;0.9400;0.2690;beacon___lighthouse___beacon_light___pharos
438;0.7800;0.5913;beaker
439;0.9400;0.1908;bearskin___busby___shako
440;0.9000;0.5893;beer_bottle
441;0.9000;0.6183;beer_glass
442;1.0000;0.2837;bell_cote___bell_cot
443;0.8200;0.6987;bib
444;0.9600;0.7259;bicycle-built-for-two___tandem_bicycle___tandem
445;0.9200;0.3847;bikini___two-piece
446;0.8800;0.8353;binder___ring-binder
447;0.8200;0.3797;binoculars___field_glasses___opera_glasses
448;0.9000;0.7079;birdhouse
449;1.0000;0.3562;boathouse
450;0.9800;0.4674;bobsled___bobsleigh___bob
451;0.9200;0.7699;bolo_tie___bolo___bola_tie___bola
452;0.9200;0.7005;bonnet___poke_bonnet
453;0.9600;0.8038;bookcase
454;0.8400;0.9062;bookshop___bookstore___bookstall
455;0.8000;0.4499;bottlecap
456;0.9000;0.5775;bow
457;0.9200;0.2266;bow_tie___bow-tie___bowtie
458;0.9800;0.7085;brass___memorial_tablet___plaque
459;0.8600;0.4596;brassiere___bra___bandeau
460;0.9000;0.4381;breakwater___groin___groyne___mole___bulwark___seawall___jetty
461;0.9400;0.7117;breastplate___aegis___egis
462;0.8600;0.6671;broom
463;0.8800;0.6378;bucket___pail
464;0.7000;0.4270;buckle
465;0.8800;0.5779;bulletproof_vest
466;1.0000;0.5681;bullet_train___bullet
467;0.9600;0.8850;butcher_shop___meat_market
468;0.8800;0.6375;cab___hack___taxi___taxicab
469;0.8400;0.6002;caldron___cauldron
470;0.8600;0.2818;candle___taper___wax_light
471;0.9800;0.6183;cannon
472;1.0000;0.2688;canoe
473;0.8800;0.6485;can_opener___tin_opener
474;0.8600;0.8152;cardigan
475;0.9800;0.7249;car_mirror
476;0.9800;0.8869;carousel___carrousel___merry-go-round___roundabout___whirligig
477;0.7800;0.8467;carpenter's_kit___tool_kit
478;0.7400;0.7556;carton
479;0.8800;0.3891;car_wheel
480;0.9000;0.6693;cash_machine___cash_dispenser___automated_teller_machine___automatic_teller_machine___automated_teller___automatic_teller___ATM
481;0.9200;0.5100;cassette
482;0.9600;0.8378;cassette_player
483;0.9000;0.7321;castle
484;0.9800;0.7259;catamaran
485;0.8600;0.7174;CD_player
486;0.9800;0.6427;cello___violoncello
487;0.8800;0.6450;cellular_telephone___cellular_phone___cellphone___cell___mobile_phone
488;0.7800;0.6301;chain
489;0.8400;0.8126;chainlink_fence
490;0.9200;0.8539;chain_mail___ring_mail___mail___chain_armor___chain_armour___ring_armor___ring_armour
491;0.9000;0.5040;chain_saw___chainsaw
492;0.8600;0.8881;chest
493;0.6400;0.8265;chiffonier___commode
494;0.8800;0.5545;chime___bell___gong
495;0.9600;0.8321;china_cabinet___china_closet
496;0.9600;0.8015;Christmas_stocking
497;0.8800;0.7869;church___church_building
498;0.8800;0.8698;cinema___movie_theater___movie_theatre___movie_house___picture_palace
499;0.8000;0.4859;cleaver___meat_cleaver___chopper
500;0.9800;0.4872;cliff_dwelling
501;0.7000;0.6437;cloak
502;0.9000;0.6906;clog___geta___patten___sabot
