id;acc;crs;name
531;0.8800;0.7903;digital_watch
532;0.9200;0.7593;dining_table___board
533;0.9800;0.8992;dishrag___dishcloth
534;0.8000;0.7686;dishwasher___dish_washer___dishwashing_machine
535;1.0000;0.6398;disk_brake___disc_brake
536;0.9600;0.4588;dock___dockage___docking_facility
537;0.9800;0.5177;dogsled___dog_sled___dog_sleigh
538;0.9600;0.4947;dome
539;0.9000;0.6243;doormat___welcome_mat
540;0.9200;0.6976;drilling_platform___offshore_rig
541;0.8200;0.4735;drum___membranophone___tympan
542;0.8600;0.5293;drumstick
543;0.9800;0.3605;dumbbell
544;0.9000;0.7681;Dutch_oven
545;0.9000;0.8864;electric_fan___blower
546;0.9600;0.7096;electric_guitar
547;0.9800;0.7454;electric_locomotive
548;1.0000;0.7630;entertainment_center
549;0.8000;0.8047;envelope
550;0.9600;0.9050;espresso_maker
551;0.9600;0.6609;face_powder
